id,name,description,effect,requirement,type,weapon_type,buy_price,sell_price,market_value,circulation,image,tradeable
1407,HT-Supermikk's Keepsake,"In an alternate timeline, HT-Supermikk was the first to reach level 100, narrowly missing out before his status was stripped by the authorities for using slutting methods. Mikk has faced plenty of setbacks in Torn, from losing his entire fortune early on to enduring the indignity of co-leading a faction with d3vl. Yet his achievements speak for themselves, particularly his mass of awards—at one point, he ranked in the top 5 across 10 Hall of Fame categories and managed to acquire every item in Torn. A founding member of the recently resurrected Hat Trick family, which once dominated Torn as a Norwegian-only faction, Mikk has told his wife many times that he's quit this 'stupid game,' but it is to Torn's benefit that he continues to lie to his spouse.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/1407/large.png,TRUE
1408,someone's Keepsake,"A pioneer of the level-holding playstyle, someone stayed at level 1 for her entire Torn life. Her low status belied her impressive battle stats, allowing someone to rack up enough defends to keep her in the all-time top ten as of 2024, despite not playing for a decade. But holding a low level came at a cost—her stats were eventually reduced by 99% due to her inability to fly and rehabilitate. Her profile was also often plastered with bounties, many likely due to being wrongly blamed for others' stealth attacks. In the end, the player with the most generic name and founder of the Nameless faction suffered an ironic fate, as she was fedded for having multiple identities.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/1408/large.png,TRUE
1409,CockyNudist's Keepsake,"CockyNudist is the opposite of a level holder, having somehow reached Level 100 with the lowest battle stats imaginable. At one point, he even had a negative speed stat due to an addiction bug, a situation he famously worsened by using a skateboard—much to the community’s amusement. As of 2024, this remains the only SE CockyNudist has ever used, and he continues to stubbornly refuse to set foot in a gymnasium. Despite his unique approach, he manages to get by quite well, though his lack of stats costs him dearly in ammunition—a fact reflected by his status as the player with the most rounds fired in Torn history.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/1409/large.png,TRUE
1410,Rosie's Keepsake,"Political assassinations are tough to pull off, even with a team of seasoned criminals. But Rosie flipped the difficulty to hardcore mode by deliberately recruiting greenleaf players with low nerve bars to join her mission. Yet still, she succeeded, becoming the first to achieve this incredible feat thanks to her own extensive crime experience. A legendary buster and lawbreaker, Rosie is said to have written the book on criminality, having pushed Torn's mechanics so far that the developers were forced to intervene—you know you’re a true pioneer when others have to fix the things you’ve broken.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/1410/large.png,TRUE
1411,Data's Keepsake,"Racing in Torn is a niche pastime, but for those who pursue it, it's serious business—none more so than for Data, who in 2022 became the first player to reach the maximum 100 Racing Skill. Data's dedication to high-octane action has earned him numerous titles in community-run championships, with his name etched across many tracks where he holds records. Impressively, he's done all of this without Torn's fastest car, a prize reserved for URT winners. Ever gracious, he is always quick to congratulate those who have won Torn's premier racing tournament. We're sure his own victory is coming soon—and when it does, we'll be happy to update his description!",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/1411/large.png,TRUE
1412,Astral's Keepsake,"Even if you don’t know Astral’s name, you’re almost certainly familiar with his artwork. Astral was a driving force behind the graphics forums during their heyday, with an influence that extended far beyond his own incredible signatures, and his wallpapers having graced the Torn City Times freebies page for years. Alongside House MD, he hosted the Graphics Aid website, where community-designed graphics were auctioned off, earning their creators billions in in-game revenue. Few would think to invest such effort and creativity into images for a text-based game, but Astral did—and many have followed in his footsteps, elevating Torn’s visuals and proving there are ways to earn money beyond traditional mechanics.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/1412/large.png,TRUE
1413,Stormcast's Keepsake,"Players like Stormcast are the reason racing is so popular in Torn today. An early enthusiast of the raceway, he authored guides, broke records, and claimed numerous titles. His crowning achievement came when he won the first-ever Ultimate Racing Tournament, then known as the PRC. His prize was a rare Bugatti Veyron, Torn’s fastest car, since renamed in his honor as the Stormatti Casteon. Described as a larger-than-life figure, Stormcast's passing was commemorated by the community with a tournament organized by the Night Racers and a special 1,000-driver tribute race at the end of the following URT. Such gestures are only reserved for the best, a mark of the respect Stormcast earned both on and off the track.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/1413/large.png,TRUE
1414,JamilB's Keepsake,"On March 3rd, 2008, Torn's citizens cowered in fear as a nuclear device was detonated for the very first time. The man responsible was JamilB, who unleashed a Dirty Bomb on Devastation, the bitter rivals of his own faction, Hells Angels. This cataclysmic attack, which cost a fortune in cash and cesium, tore 10,321 respect from the enemy faction and forever changed the landscape of Torn. Though a retaliatory bomb soon followed, the damage was done. The floodgates had opened, and many more strikes would ravage our city in the years to come—but none left a mark quite like the first.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/1414/large.png,TRUE
1415,Kivou's Keepsake,"Whether you've spent the day trading, chaining, or chasing awards, you likely have Kivou to thank for your success. As the creator of the popular YATA website, Kivou has improved the Torn experience for countless players, directing their efforts with a wealth of data at their fingertips. Faction and company owners likely owe him trillions thanks to the efficiency gains achieved through YATA's array of tools. And for anyone frustrated by Jimmy being taken down at loot level III, the NPC timing feature is a godsend. Kivou describes himself as an explorer, creating YATA as a way to uncover new insights. Like any true explorer, his efforts have paved the way for others to follow.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/1415/large.png,TRUE
1416,DeKleineKobini's Keepsake,"DeKleineKobini is one of the game’s great collaborators, working with countless developers to create a range of tools that augment and improve Torn’s features. He’s perhaps best known for his work on TornTools, where he took over from its creator, Mephiles, and shaped it into the essential extension it is today. So, next time you use TT to block the latest DUDE wannabe on the forums, you’ll know who to thank. Beyond TornTools, DKK has built numerous scripts on his own and contributed extensively to the community's understanding of the API, paving the way for others to build and innovate just as he has.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/1416/large.png,TRUE
